State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights,Number of Days in Package,Average Daily Activity Cost,Average Daily Food Cost,Number of Famous Places Covered,Overall Rating (Out of 5),Discount Percentage,Train Cost (Low),Train Cost (High),Bus Cost (Low),Bus Cost (High),Flight Cost (Low),Flight Cost (High),Car Rental Cost (Low),Car Rental Cost (High)
Assam,Sunny,Medium,49117,Cost Level: High,Local Cuisine: 1182 INR per day,3-star: 2511 INR per night,"Kaziranga National Park, Majuli Island",Boating,High,4.6/5,Summer,Assamese,Very Safe,Yes,Local Traditions,7,1971,1182,2,4.6,29,789,1903,145,990,3255,7581,1089,3703
Manipur,Rainy,Low,32985,Cost Level: Low,Local Cuisine: 1826 INR per day,3-star: 2956 INR per night,"Kangla Fort, Loktak Lake","Boating, Cultural Tours",Moderate,4.0/5,Winter,Manipuri,Safe for Solo Travelers,No,Art Exhibitions,10,810,1826,2,4.0,12,565,1800,268,693,3088,6730,1218,3275
Arunachal Pradesh,Chilly,Low,31829,Cost Level: Low,Local Cuisine: 1505 INR per day,Luxury Resort: 3621 INR per night,"Tawang Monastery, Ziro Valley",Boating,Moderate,4.2/5,Monsoon,"Hindi, English",Very Safe,Yes,Local Traditions,6,1893,1505,2,4.2,30,359,1089,210,925,4298,7411,1739,2571
Mizoram,Chilly,Medium,42746,Cost Level: Low,Local Cuisine: 1260 INR per day,3-star: 3128 INR per night,"Vantawng Falls, Phawngpui National Park","Boating, Trekking, Wildlife Safari",Low,4.9/5,Summer,Mizo,Moderately Safe,Yes,Art Exhibitions,5,1671,1260,2,4.9,28,351,1084,126,679,3721,9004,1364,2677
Tripura,Sunny,Medium,8182,Cost Level: High,Local Cuisine: 1193 INR per day,Luxury Resort: 1403 INR per night,"Ujjayanta Palace, Neermahal",River Rafting,Low,3.8/5,Winter,"Bengali, Kokborok",Moderately Safe,Yes,Local Traditions,8,1377,1193,2,3.8,13,763,1790,260,559,4132,9372,1422,3775
Assam,Rainy,Low,21156,Cost Level: High,Local Cuisine: 1319 INR per day,3-star: 2293 INR per night,"Majuli Island, Kaziranga National Park","River Rafting, Cultural Tours, Boating",Low,5.0/5,Summer,Assamese,Very Safe,Yes,Local Traditions,3,1925,1319,2,5.0,22,732,1265,146,618,4802,6433,1022,2622
Tripura,Rainy,High,11671,Cost Level: High,Local Cuisine: 1561 INR per day,Homestay: 2948 INR per night,"Neermahal, Ujjayanta Palace",Trekking,High,4.6/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Art Exhibitions,6,906,1561,2,4.6,6,529,1413,157,973,3956,9317,1407,2803
Meghalaya,Rainy,Medium,30571,Cost Level: Low,Local Cuisine: 1461 INR per day,Homestay: 4649 INR per night,"Cherrapunji, Living Root Bridges",Trekking,High,4.8/5,Winter,"Khasi, Garo",Safe for Solo Travelers,Yes,Art Exhibitions,8,560,1461,2,4.8,13,426,1299,130,817,4418,8223,1234,2606
Manipur,Pleasant,Medium,49705,Cost Level: Low,Local Cuisine: 784 INR per day,Homestay: 2648 INR per night,"Kangla Fort, Loktak Lake",River Rafting,High,5.0/5,Winter,Manipuri,Safe for Solo Travelers,No,Art Exhibitions,9,983,784,2,5.0,22,372,1109,209,653,3565,8565,1833,3749
Meghalaya,Chilly,Low,20776,Cost Level: High,Local Cuisine: 1553 INR per day,Homestay: 2960 INR per night,"Living Root Bridges, Cherrapunji",Boating,Moderate,4.9/5,Monsoon,"Khasi, Garo",Very Safe,No,Festival,7,1615,1553,2,4.9,12,591,1588,135,623,4689,9737,1959,2679
Arunachal Pradesh,Sunny,Low,32218,Cost Level: High,Local Cuisine: 920 INR per day,Homestay: 1909 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Boating, River Rafting",Low,4.7/5,Summer,"Hindi, English",Safe for Solo Travelers,No,Local Traditions,7,1786,920,2,4.7,18,797,1589,218,941,4838,8926,1326,2790
Nagaland,Rainy,High,26689,Cost Level: High,Local Cuisine: 818 INR per day,Luxury Resort: 2938 INR per night,"Dzükou Valley, Kohima War Cemetery","Wildlife Safari, Boating, Cultural Tours",High,4.8/5,Winter,"English, Nagamese",Moderately Safe,Yes,Local Traditions,3,1240,818,2,4.8,30,651,1181,283,574,4472,8007,1775,2572
Arunachal Pradesh,Rainy,Low,29964,Cost Level: High,Local Cuisine: 819 INR per day,3-star: 1468 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Trekking, Wildlife Safari",Moderate,4.9/5,Winter,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions,9,789,819,2,4.9,23,547,1342,109,661,4147,7341,1459,3215
Meghalaya,Chilly,Low,33920,Cost Level: High,Local Cuisine: 885 INR per day,Luxury Resort: 2530 INR per night,"Living Root Bridges, Cherrapunji","Trekking, Wildlife Safari, Boating",Moderate,3.9/5,Monsoon,"Khasi, Garo",Moderately Safe,Yes,Art Exhibitions,3,1236,885,2,3.9,14,312,1021,109,972,3442,8658,1242,3272
Mizoram,Rainy,Medium,34948,Cost Level: Low,Local Cuisine: 596 INR per day,Luxury Resort: 3885 INR per night,"Phawngpui National Park, Vantawng Falls","Wildlife Safari, River Rafting",High,3.8/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions,4,1954,596,2,3.8,18,518,1778,189,945,4764,6965,1640,3407
Mizoram,Pleasant,Low,7280,Cost Level: High,Local Cuisine: 621 INR per day,Homestay: 1131 INR per night,"Vantawng Falls, Phawngpui National Park",Trekking,Low,3.6/5,Winter,Mizo,Very Safe,No,Festival,4,1337,621,2,3.6,26,339,1990,201,588,3590,7583,1020,2650
Manipur,Rainy,High,47598,Cost Level: Low,Local Cuisine: 1023 INR per day,Luxury Resort: 2744 INR per night,"Loktak Lake, Kangla Fort","Wildlife Safari, Boating, River Rafting",Low,3.8/5,Summer,Manipuri,Very Safe,No,Art Exhibitions,9,1700,1023,2,3.8,11,597,1086,294,960,4029,6689,854,3075
Arunachal Pradesh,Pleasant,High,7483,Cost Level: High,Local Cuisine: 1894 INR per day,3-star: 1098 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Cultural Tours",High,3.7/5,Winter,"Hindi, English",Very Safe,Yes,Art Exhibitions,4,645,1894,2,3.7,26,776,1065,237,672,4904,8569,1991,3511
Mizoram,Sunny,High,31890,Cost Level: High,Local Cuisine: 1398 INR per day,Luxury Resort: 3918 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Boating, Wildlife Safari",High,3.5/5,Summer,Mizo,Very Safe,Yes,Art Exhibitions,3,1262,1398,2,3.5,28,751,1255,289,617,4822,9196,1033,2931
Meghalaya,Rainy,Medium,45382,Cost Level: Low,Local Cuisine: 1647 INR per day,Homestay: 1578 INR per night,"Cherrapunji, Living Root Bridges","Wildlife Safari, Boating",Low,4.0/5,Winter,"Khasi, Garo",Moderately Safe,No,Local Traditions,4,1283,1647,2,4.0,16,695,1737,150,965,3210,7239,1545,2841
Arunachal Pradesh,Pleasant,High,19144,Cost Level: High,Local Cuisine: 756 INR per day,3-star: 4229 INR per night,"Ziro Valley, Tawang Monastery",River Rafting,Low,4.8/5,Winter,"Hindi, English",Moderately Safe,Yes,Festival,7,1594,756,2,4.8,7,655,1959,209,629,4990,8414,1704,2971
Arunachal Pradesh,Sunny,High,28483,Cost Level: High,Local Cuisine: 1637 INR per day,3-star: 1192 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Wildlife Safari",Moderate,4.3/5,Monsoon,"Hindi, English",Moderately Safe,No,Art Exhibitions,6,1938,1637,2,4.3,7,570,1841,194,753,4032,8540,1775,3017
Arunachal Pradesh,Pleasant,High,35252,Cost Level: Low,Local Cuisine: 779 INR per day,3-star: 1708 INR per night,"Tawang Monastery, Ziro Valley","River Rafting, Boating, Cultural Tours",Moderate,3.8/5,Monsoon,"Hindi, English",Moderately Safe,Yes,Local Traditions,10,1559,779,2,3.8,9,528,1605,150,801,3780,8618,1222,3157
Mizoram,Sunny,Low,14897,Cost Level: High,Local Cuisine: 1383 INR per day,3-star: 3286 INR per night,"Vantawng Falls, Phawngpui National Park",Trekking,Moderate,4.9/5,Summer,Mizo,Very Safe,No,Local Traditions,3,1325,1383,2,4.9,9,376,1975,259,563,3558,6860,1009,2623
Manipur,Rainy,Low,19632,Cost Level: High,Local Cuisine: 1564 INR per day,Luxury Resort: 1134 INR per night,"Loktak Lake, Kangla Fort","Cultural Tours, River Rafting",Low,4.5/5,Summer,Manipuri,Moderately Safe,No,Festival,3,707,1564,2,4.5,11,361,1642,127,726,4049,6737,1879,3169
Mizoram,Rainy,High,21135,Cost Level: Low,Local Cuisine: 1363 INR per day,Homestay: 3470 INR per night,"Phawngpui National Park, Vantawng Falls",Cultural Tours,Moderate,3.6/5,Winter,Mizo,Moderately Safe,No,Local Traditions,4,1780,1363,2,3.6,9,449,1286,230,659,4970,8679,1590,3546
Assam,Pleasant,Low,27679,Cost Level: High,Local Cuisine: 1605 INR per day,Luxury Resort: 1503 INR per night,"Majuli Island, Kaziranga National Park","Boating, Cultural Tours",Low,4.2/5,Monsoon,Assamese,Very Safe,No,Art Exhibitions,5,1093,1605,2,4.2,14,520,1217,121,963,3976,8494,1823,2500
Assam,Sunny,High,20345,Cost Level: High,Local Cuisine: 1349 INR per day,Homestay: 3306 INR per night,"Kaziranga National Park, Majuli Island","Trekking, Boating, Cultural Tours",Low,4.5/5,Winter,Assamese,Moderately Safe,No,Local Traditions,3,632,1349,2,4.5,18,567,1009,175,903,3119,6109,1413,3891
Mizoram,Sunny,Low,20114,Cost Level: High,Local Cuisine: 1979 INR per day,3-star: 1954 INR per night,"Phawngpui National Park, Vantawng Falls","Wildlife Safari, Boating, Trekking",Low,4.6/5,Winter,Mizo,Moderately Safe,No,Festival,6,553,1979,2,4.6,9,568,1741,157,774,4258,7753,983,3328
Meghalaya,Sunny,Medium,33227,Cost Level: Low,Local Cuisine: 1887 INR per day,Luxury Resort: 2433 INR per night,"Cherrapunji, Living Root Bridges",Wildlife Safari,High,4.6/5,Summer,"Khasi, Garo",Moderately Safe,No,Art Exhibitions,10,790,1887,2,4.6,18,554,1584,226,777,3306,6786,1231,3259
Arunachal Pradesh,Sunny,High,31704,Cost Level: High,Local Cuisine: 1483 INR per day,3-star: 3449 INR per night,"Ziro Valley, Tawang Monastery","Boating, Wildlife Safari, River Rafting",Moderate,4.4/5,Winter,"Hindi, English",Safe for Solo Travelers,Yes,Local Traditions,7,1337,1483,2,4.4,9,714,1530,157,976,3156,9006,1305,2876
Nagaland,Chilly,High,27086,Cost Level: High,Local Cuisine: 937 INR per day,Homestay: 4270 INR per night,"Kohima War Cemetery, Dzükou Valley",Trekking,High,4.4/5,Monsoon,"English, Nagamese",Moderately Safe,Yes,Art Exhibitions,10,759,937,2,4.4,8,640,1662,236,505,3930,7806,1213,3852
Mizoram,Rainy,Medium,6611,Cost Level: High,Local Cuisine: 929 INR per day,Homestay: 3711 INR per night,"Phawngpui National Park, Vantawng Falls","Boating, River Rafting",Moderate,4.6/5,Winter,Mizo,Moderately Safe,No,Festival,7,1171,929,2,4.6,11,664,1131,132,869,3010,9199,1175,3013
Meghalaya,Sunny,Low,25628,Cost Level: Low,Local Cuisine: 1981 INR per day,Luxury Resort: 2566 INR per night,"Cherrapunji, Living Root Bridges","Cultural Tours, River Rafting",High,4.0/5,Monsoon,"Khasi, Garo",Moderately Safe,No,Festival,10,1209,1981,2,4.0,18,592,1162,164,984,4899,9774,1379,2586
Manipur,Rainy,Low,44612,Cost Level: High,Local Cuisine: 1518 INR per day,3-star: 1086 INR per night,"Kangla Fort, Loktak Lake","Boating, River Rafting",High,3.7/5,Monsoon,Manipuri,Very Safe,Yes,Festival,5,1636,1518,2,3.7,7,359,1242,295,784,4087,7982,1791,2733
Mizoram,Rainy,Low,42578,Cost Level: Low,Local Cuisine: 1250 INR per day,3-star: 4710 INR per night,"Vantawng Falls, Phawngpui National Park",River Rafting,Moderate,4.3/5,Summer,Mizo,Moderately Safe,Yes,Local Traditions,3,1243,1250,2,4.3,6,574,1898,168,784,4134,6406,1916,3224
Manipur,Pleasant,High,24163,Cost Level: Low,Local Cuisine: 1741 INR per day,Luxury Resort: 1632 INR per night,"Kangla Fort, Loktak Lake","Cultural Tours, Wildlife Safari, Boating",Low,4.6/5,Summer,Manipuri,Moderately Safe,No,Festival,8,1274,1741,2,4.6,30,601,1040,123,796,3319,9775,824,3103
Assam,Chilly,Low,15984,Cost Level: High,Local Cuisine: 1320 INR per day,3-star: 1367 INR per night,"Kaziranga National Park, Majuli Island",Boating,High,4.5/5,Winter,Assamese,Very Safe,Yes,Festival,5,1928,1320,2,4.5,28,644,1179,193,616,4041,7587,1898,3763
Tripura,Sunny,Medium,37338,Cost Level: Low,Local Cuisine: 1381 INR per day,Luxury Resort: 4997 INR per night,"Ujjayanta Palace, Neermahal","Cultural Tours, Wildlife Safari, River Rafting",Low,4.9/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Art Exhibitions,7,1186,1381,2,4.9,6,445,1665,150,911,4261,6552,1071,3179
Assam,Chilly,Low,16896,Cost Level: High,Local Cuisine: 1385 INR per day,Homestay: 3823 INR per night,"Kaziranga National Park, Majuli Island","Cultural Tours, Boating, Trekking",Moderate,4.1/5,Monsoon,Assamese,Safe for Solo Travelers,Yes,Local Traditions,9,1147,1385,2,4.1,19,728,1126,165,877,3290,8588,1258,3102
Mizoram,Chilly,High,28349,Cost Level: High,Local Cuisine: 711 INR per day,Luxury Resort: 4616 INR per night,"Vantawng Falls, Phawngpui National Park",Cultural Tours,Moderate,3.9/5,Summer,Mizo,Moderately Safe,Yes,Art Exhibitions,4,1983,711,2,3.9,9,721,1654,191,784,3339,9609,1381,3997
Assam,Pleasant,High,18129,Cost Level: Low,Local Cuisine: 962 INR per day,Luxury Resort: 4426 INR per night,"Kaziranga National Park, Majuli Island",Cultural Tours,Moderate,4.9/5,Summer,Assamese,Safe for Solo Travelers,Yes,Art Exhibitions,10,1686,962,2,4.9,20,749,1876,110,558,4432,7149,941,3194
Manipur,Rainy,Low,18874,Cost Level: Low,Local Cuisine: 1089 INR per day,3-star: 1708 INR per night,"Kangla Fort, Loktak Lake","Wildlife Safari, Trekking",Low,4.2/5,Summer,Manipuri,Moderately Safe,No,Festival,3,1977,1089,2,4.2,6,608,1100,285,600,4581,6937,1209,3627
Arunachal Pradesh,Sunny,High,48031,Cost Level: High,Local Cuisine: 1092 INR per day,Luxury Resort: 4526 INR per night,"Ziro Valley, Tawang Monastery",Cultural Tours,High,4.9/5,Winter,"Hindi, English",Moderately Safe,No,Art Exhibitions,8,1500,1092,2,4.9,24,427,1622,160,718,3139,7965,954,2667
Meghalaya,Rainy,Low,45750,Cost Level: Low,Local Cuisine: 960 INR per day,3-star: 4984 INR per night,"Cherrapunji, Living Root Bridges","Wildlife Safari, Trekking, Cultural Tours",Moderate,4.3/5,Winter,"Khasi, Garo",Very Safe,Yes,Art Exhibitions,8,1387,960,2,4.3,28,634,1129,229,915,4931,8405,1934,2603
Nagaland,Rainy,Medium,12010,Cost Level: High,Local Cuisine: 1999 INR per day,Homestay: 4393 INR per night,"Dzükou Valley, Kohima War Cemetery",Boating,High,4.7/5,Monsoon,"English, Nagamese",Moderately Safe,Yes,Art Exhibitions,10,1943,1999,2,4.7,11,459,1662,207,711,3400,8532,1548,3237
Assam,Chilly,Low,10310,Cost Level: Low,Local Cuisine: 1955 INR per day,3-star: 3338 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, River Rafting",Moderate,4.0/5,Summer,Assamese,Safe for Solo Travelers,No,Art Exhibitions,7,608,1955,2,4.0,23,727,1455,262,938,3922,7926,1826,3191
Nagaland,Sunny,Low,14514,Cost Level: High,Local Cuisine: 1724 INR per day,Homestay: 3285 INR per night,"Dzükou Valley, Kohima War Cemetery","Cultural Tours, Boating",High,4.2/5,Summer,"English, Nagamese",Very Safe,Yes,Art Exhibitions,10,1865,1724,2,4.2,21,575,1536,276,648,4987,6351,887,3410
Meghalaya,Pleasant,Low,34065,Cost Level: Low,Local Cuisine: 1846 INR per day,Luxury Resort: 1316 INR per night,"Living Root Bridges, Cherrapunji","Wildlife Safari, Trekking, River Rafting",Low,4.6/5,Summer,"Khasi, Garo",Very Safe,No,Festival,9,655,1846,2,4.6,23,554,1623,183,705,3598,7165,1592,3113
Assam,Sunny,Low,19425,Cost Level: Low,Local Cuisine: 1467 INR per day,3-star: 2936 INR per night,"Majuli Island, Kaziranga National Park","Boating, Cultural Tours",Moderate,5.0/5,Winter,Assamese,Moderately Safe,Yes,Art Exhibitions,4,848,1467,2,5.0,17,422,1111,260,822,3951,8843,1763,3435
Tripura,Sunny,Medium,7572,Cost Level: High,Local Cuisine: 1055 INR per day,3-star: 1374 INR per night,"Ujjayanta Palace, Neermahal",River Rafting,High,5.0/5,Monsoon,"Bengali, Kokborok",Moderately Safe,Yes,Local Traditions,6,693,1055,2,5.0,15,330,1581,173,769,3977,8159,1885,3823
Arunachal Pradesh,Pleasant,Low,30054,Cost Level: High,Local Cuisine: 874 INR per day,3-star: 1141 INR per night,"Tawang Monastery, Ziro Valley","Trekking, River Rafting, Cultural Tours",Low,4.6/5,Winter,"Hindi, English",Moderately Safe,Yes,Festival,4,586,874,2,4.6,19,653,1348,168,898,4801,6566,1621,2982
Meghalaya,Chilly,Low,36927,Cost Level: Low,Local Cuisine: 1349 INR per day,Luxury Resort: 1895 INR per night,"Cherrapunji, Living Root Bridges",Cultural Tours,Low,5.0/5,Summer,"Khasi, Garo",Very Safe,No,Art Exhibitions,8,871,1349,2,5.0,26,691,1515,287,687,4020,8955,1655,3300
Arunachal Pradesh,Sunny,Low,6242,Cost Level: High,Local Cuisine: 1193 INR per day,3-star: 3950 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Boating",High,3.9/5,Winter,"Hindi, English",Safe for Solo Travelers,Yes,Local Traditions,10,1860,1193,2,3.9,27,624,1122,211,532,4990,6376,1908,3680
Tripura,Rainy,Medium,32401,Cost Level: Low,Local Cuisine: 1331 INR per day,3-star: 2149 INR per night,"Neermahal, Ujjayanta Palace","River Rafting, Cultural Tours",High,4.2/5,Summer,"Bengali, Kokborok",Very Safe,No,Art Exhibitions,6,755,1331,2,4.2,19,307,1739,109,856,4411,6061,1698,3994
Mizoram,Pleasant,Low,47240,Cost Level: High,Local Cuisine: 1567 INR per day,Homestay: 3245 INR per night,"Vantawng Falls, Phawngpui National Park","Cultural Tours, Boating",Moderate,4.3/5,Summer,Mizo,Safe for Solo Travelers,No,Festival,6,790,1567,2,4.3,27,652,1754,119,547,4839,7605,1024,3395
Tripura,Pleasant,Low,25021,Cost Level: Low,Local Cuisine: 1230 INR per day,Homestay: 3285 INR per night,"Ujjayanta Palace, Neermahal",River Rafting,Moderate,3.9/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,No,Festival,9,1912,1230,2,3.9,13,399,1221,286,638,4190,8264,1619,3902
Arunachal Pradesh,Rainy,High,13807,Cost Level: High,Local Cuisine: 1117 INR per day,3-star: 3653 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, Trekking, Boating",High,4.2/5,Monsoon,"Hindi, English",Very Safe,No,Festival,8,1714,1117,2,4.2,18,496,1040,222,697,3412,8984,809,2556
Assam,Pleasant,Medium,14996,Cost Level: High,Local Cuisine: 1033 INR per day,Luxury Resort: 2707 INR per night,"Majuli Island, Kaziranga National Park",Wildlife Safari,Moderate,4.5/5,Winter,Assamese,Very Safe,Yes,Local Traditions,7,568,1033,2,4.5,8,589,1749,200,642,3450,8639,862,3984
Manipur,Sunny,Low,10199,Cost Level: High,Local Cuisine: 1248 INR per day,Homestay: 3588 INR per night,"Loktak Lake, Kangla Fort","Trekking, River Rafting",Moderate,3.9/5,Monsoon,Manipuri,Safe for Solo Travelers,No,Local Traditions,10,1116,1248,2,3.9,12,609,1953,267,676,4228,7199,1063,2889
Meghalaya,Rainy,High,37906,Cost Level: Low,Local Cuisine: 1893 INR per day,Homestay: 1346 INR per night,"Cherrapunji, Living Root Bridges","Cultural Tours, Trekking, River Rafting",High,3.6/5,Winter,"Khasi, Garo",Moderately Safe,No,Art Exhibitions,6,545,1893,2,3.6,28,469,1517,298,814,3432,8271,1286,2821
Assam,Chilly,Medium,29232,Cost Level: High,Local Cuisine: 1155 INR per day,Luxury Resort: 1589 INR per night,"Majuli Island, Kaziranga National Park",River Rafting,High,3.9/5,Monsoon,Assamese,Moderately Safe,Yes,Art Exhibitions,6,1138,1155,2,3.9,20,696,1135,113,779,4475,8618,1536,3291
Assam,Pleasant,Medium,39348,Cost Level: High,Local Cuisine: 564 INR per day,3-star: 4951 INR per night,"Majuli Island, Kaziranga National Park","Wildlife Safari, River Rafting",High,4.0/5,Summer,Assamese,Very Safe,No,Festival,10,1407,564,2,4.0,8,329,1200,189,548,4905,7809,808,3254
Manipur,Chilly,Low,32916,Cost Level: High,Local Cuisine: 973 INR per day,3-star: 2103 INR per night,"Kangla Fort, Loktak Lake",Cultural Tours,High,3.6/5,Monsoon,Manipuri,Very Safe,Yes,Local Traditions,10,791,973,2,3.6,27,649,1850,206,559,4184,8289,1105,2666
Meghalaya,Rainy,Low,40815,Cost Level: High,Local Cuisine: 538 INR per day,Luxury Resort: 1725 INR per night,"Living Root Bridges, Cherrapunji","River Rafting, Cultural Tours",High,4.1/5,Monsoon,"Khasi, Garo",Moderately Safe,No,Festival,5,1072,538,2,4.1,30,691,1875,179,852,4116,7327,1228,3441
Meghalaya,Pleasant,High,23051,Cost Level: High,Local Cuisine: 1141 INR per day,3-star: 2300 INR per night,"Living Root Bridges, Cherrapunji",River Rafting,High,4.8/5,Monsoon,"Khasi, Garo",Moderately Safe,No,Festival,9,1147,1141,2,4.8,15,769,1022,214,778,3765,8271,931,3750
Assam,Chilly,Medium,9578,Cost Level: Low,Local Cuisine: 1008 INR per day,Luxury Resort: 1725 INR per night,"Kaziranga National Park, Majuli Island","Trekking, Wildlife Safari",Low,3.7/5,Summer,Assamese,Moderately Safe,Yes,Festival,5,992,1008,2,3.7,25,452,1174,251,738,4328,8194,1522,3104
Arunachal Pradesh,Pleasant,Medium,20249,Cost Level: Low,Local Cuisine: 1392 INR per day,3-star: 3356 INR per night,"Ziro Valley, Tawang Monastery","Boating, Trekking",Low,4.7/5,Monsoon,"Hindi, English",Safe for Solo Travelers,Yes,Art Exhibitions,4,1351,1392,2,4.7,19,571,1497,189,785,3042,8597,1836,2973
Meghalaya,Sunny,Medium,19442,Cost Level: High,Local Cuisine: 911 INR per day,Homestay: 3920 INR per night,"Living Root Bridges, Cherrapunji","River Rafting, Wildlife Safari, Trekking",High,4.3/5,Monsoon,"Khasi, Garo",Moderately Safe,Yes,Art Exhibitions,8,1399,911,2,4.3,15,439,1418,126,708,3704,8312,1253,3811
Tripura,Sunny,Low,22041,Cost Level: Low,Local Cuisine: 1850 INR per day,Homestay: 1389 INR per night,"Neermahal, Ujjayanta Palace","Cultural Tours, Trekking, Boating",Moderate,3.7/5,Summer,"Bengali, Kokborok",Moderately Safe,Yes,Art Exhibitions,8,886,1850,2,3.7,7,758,1563,172,759,4586,8446,1978,3393
Arunachal Pradesh,Rainy,Medium,37132,Cost Level: Low,Local Cuisine: 1280 INR per day,Homestay: 2700 INR per night,"Tawang Monastery, Ziro Valley","Cultural Tours, Boating",Low,4.6/5,Winter,"Hindi, English",Moderately Safe,Yes,Festival,5,1445,1280,2,4.6,19,421,1124,126,611,4021,7808,881,3386
Manipur,Sunny,High,36908,Cost Level: Low,Local Cuisine: 503 INR per day,Homestay: 3575 INR per night,"Kangla Fort, Loktak Lake","Cultural Tours, River Rafting, Trekking",Moderate,4.0/5,Summer,Manipuri,Very Safe,No,Art Exhibitions,3,1109,503,2,4.0,13,592,1577,252,650,4895,9570,871,3224
Arunachal Pradesh,Sunny,Medium,29539,Cost Level: Low,Local Cuisine: 713 INR per day,3-star: 4382 INR per night,"Ziro Valley, Tawang Monastery",Cultural Tours,Low,3.5/5,Summer,"Hindi, English",Moderately Safe,No,Art Exhibitions,3,535,713,2,3.5,9,640,1495,272,642,4525,6677,902,3603
